Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Source of gene name
11	47418769	47426473	PSMC3	HGNC Symbol
11	47418769	47426473	PSMC3	HGNC Symbol
11	18704305	18726230	IGSF22	HGNC Symbol
11	94512432	94532123	C11orf97	HGNC Symbol
11	65170154	65173244	SPDYC	HGNC Symbol
11	94543840	94621421	PIWIL4	HGNC Symbol
11	66345374	66347629	B4GAT1	HGNC Symbol
11	62270158	62273160	SCGB2A2	HGNC Symbol
11	94543840	94549898	FUT4	HGNC Symbol
11	94706431	94876748	AMOTL1	HGNC Symbol
11	94706431	94876748	AMOTL1	HGNC Symbol
11	62296277	62299064	SCGB1D4	HGNC Symbol
11	62337448	62393412	ASRGL1	HGNC Symbol
11	62337448	62393412	ASRGL1	HGNC Symbol
11	65180566	65212006	CAPN1	HGNC Symbol
11	65180566	65212006	CAPN1	HGNC Symbol
11	65180566	65212006	CAPN1	HGNC Symbol
11	65180566	65212006	CAPN1	HGNC Symbol
11	65180566	65212006	CAPN1	HGNC Symbol
11	7824818	7830840	OR5P3	HGNC Symbol
11	7824818	7830840	OR5P3	HGNC Symbol
11	7795905	7796973	OR5P2	HGNC Symbol
11	7689438	7706421	OVCH2	HGNC Symbol
11	7689438	7706421	OVCH2	HGNC Symbol
11	71453109	71524107	NADSYN1	HGNC Symbol
11	3638503	3642316	ART5	HGNC Symbol
11	3638503	3642316	ART5	HGNC Symbol
11	3638503	3642316	ART5	HGNC Symbol
11	7937171	7941708	OR10A3	HGNC Symbol
11	7937171	7941708	OR10A3	HGNC Symbol
11	66362521	66372214	SLC29A2	HGNC Symbol
11	66362521	66372214	SLC29A2	HGNC Symbol
11	66362521	66372214	SLC29A2	HGNC Symbol
11	66362521	66372214	SLC29A2	HGNC Symbol
11	66362521	66372214	SLC29A2	HGNC Symbol
11	47354860	47378576	SPI1	HGNC Symbol
11	47354860	47378576	SPI1	HGNC Symbol
11	120111286	120185529	TRIM29	HGNC Symbol
11	120111286	120185529	TRIM29	HGNC Symbol
11	3645128	3664416	ART1	HGNC Symbol
11	15966449	16739591	SOX6	HGNC Symbol
11	15966449	16739591	SOX6	HGNC Symbol
11	15966449	16739591	SOX6	HGNC Symbol
11	15966449	16739591	SOX6	HGNC Symbol
11	15966449	16739591	SOX6	HGNC Symbol
11	35138870	35232402	CD44	HGNC Symbol
11	35138870	35232402	CD44	HGNC Symbol
11	35138870	35232402	CD44	HGNC Symbol
11	35138870	35232402	CD44	HGNC Symbol
11	35138870	35232402	CD44	HGNC Symbol
11	35138870	35232402	CD44	HGNC Symbol
11	35138870	35232402	CD44	HGNC Symbol
11	3797724	3826371	PGAP2	HGNC Symbol
11	3797724	3826371	PGAP2	HGNC Symbol
11	3797724	3826371	PGAP2	HGNC Symbol
11	3797724	3826371	PGAP2	HGNC Symbol
11	3797724	3826371	PGAP2	HGNC Symbol
11	3797724	3826371	PGAP2	HGNC Symbol
11	3797724	3826371	PGAP2	HGNC Symbol
11	3797724	3826371	PGAP2	HGNC Symbol
11	3797724	3826371	PGAP2	HGNC Symbol
11	19350724	20121601	NAV2	HGNC Symbol
11	19350724	20121601	NAV2	HGNC Symbol
11	19350724	20121601	NAV2	HGNC Symbol
11	19350724	20121601	NAV2	HGNC Symbol
11	19350724	20121601	NAV2	HGNC Symbol
11	16613132	16758340	C11orf58	HGNC Symbol
11	117204337	117232525	PCSK7	HGNC Symbol
11	65066300	65084164	CDCA5	HGNC Symbol
11	129375940	129452279	BARX2	HGNC Symbol
11	117199321	117204782	TAGLN	HGNC Symbol
11	117199321	117204782	TAGLN	HGNC Symbol
11	117199321	117204782	TAGLN	HGNC Symbol
11	117199321	117204782	TAGLN	HGNC Symbol
11	117199321	117204782	TAGLN	HGNC Symbol
11	47407132	47416496	SLC39A13	HGNC Symbol
11	47407132	47416496	SLC39A13	HGNC Symbol
11	47407132	47416496	SLC39A13	HGNC Symbol
11	117178733	117197445	SIDT2	HGNC Symbol
11	117178733	117197445	SIDT2	HGNC Symbol
11	3671083	3797792	NUP98	HGNC Symbol
11	3671083	3797792	NUP98	HGNC Symbol
11	3671083	3797792	NUP98	HGNC Symbol
11	3671083	3797792	NUP98	HGNC Symbol
11	62405103	62423195	SCGB1A1	HGNC Symbol
11	66421004	66426707	NPAS4	HGNC Symbol
11	129815819	129860003	TMEM45B	HGNC Symbol
11	129815819	129860003	TMEM45B	HGNC Symbol
11	3665587	3671384	CHRNA10	HGNC Symbol
11	62433542	62556235	AHNAK	HGNC Symbol
11	62433542	62556235	AHNAK	HGNC Symbol
11	119334527	119337313	RNF26	HGNC Symbol
11	65111845	65116384	TM7SF2	HGNC Symbol
11	65111845	65116384	TM7SF2	HGNC Symbol
11	16777297	17014414	PLEKHA7	HGNC Symbol
11	16777297	17014414	PLEKHA7	HGNC Symbol
11	82973133	83071923	RAB30	HGNC Symbol
11	82973133	83071923	RAB30	HGNC Symbol
11	82973133	83071923	RAB30	HGNC Symbol
11	82973133	83071923	RAB30	HGNC Symbol
11	119338942	119346705	MFRP	HGNC Symbol
11	119338942	119340940	C1QTNF5	HGNC Symbol
11	119338942	119340940	C1QTNF5	HGNC Symbol
11	62575045	62592177	TUT1	HGNC Symbol
11	62559596	62574086	EEF1G	HGNC Symbol
11	66435075	66466738	MRPL11	HGNC Symbol
11	66435075	66466738	MRPL11	HGNC Symbol
11	66435075	66466738	MRPL11	HGNC Symbol
11	82899975	82958277	DDIAS	HGNC Symbol
11	82899975	82958277	DDIAS	HGNC Symbol
11	66510606	66533613	BBS1	HGNC Symbol
11	13276652	13387266	ARNTL	HGNC Symbol
11	13276652	13387266	ARNTL	HGNC Symbol
11	13276652	13387266	ARNTL	HGNC Symbol
11	13276652	13387266	ARNTL	HGNC Symbol
11	82822936	82970584	PRCP	HGNC Symbol
11	82822936	82970584	PRCP	HGNC Symbol
11	65084210	65088398	ZFPL1	HGNC Symbol
11	46380756	46383837	MDK	HGNC Symbol
11	46380756	46383837	MDK	HGNC Symbol
11	46380756	46383837	MDK	HGNC Symbol
11	46380756	46383837	MDK	HGNC Symbol
11	46380756	46383837	MDK	HGNC Symbol
11	46380756	46383837	MDK	HGNC Symbol
11	65089324	65111862	VPS51	HGNC Symbol
11	65084979	65089375	TMEM262	HGNC Symbol
11	47437764	47449143	RAPSN	HGNC Symbol
11	47437764	47449143	RAPSN	HGNC Symbol
11	66480013	66509657	DPP3	HGNC Symbol
11	66480013	66509657	DPP3	HGNC Symbol
11	71527267	71528674	KRTAP5-7	HGNC Symbol
11	71538025	71539207	KRTAP5-8	HGNC Symbol
11	71548418	71549553	KRTAP5-9	HGNC Symbol
11	71565563	71566738	KRTAP5-10	HGNC Symbol
11	46385098	46386608	CHRM4	HGNC Symbol
11	94962620	94973586	CWC15	HGNC Symbol
11	66466327	66477337	PELI3	HGNC Symbol
11	66466327	66477337	PELI3	HGNC Symbol
11	66466327	66477337	PELI3	HGNC Symbol
11	62593214	62601865	MTA2	HGNC Symbol
11	62593214	62601865	MTA2	HGNC Symbol
11	62593214	62601865	MTA2	HGNC Symbol
11	85694224	85811159	SYTL2	HGNC Symbol
11	85694224	85811159	SYTL2	HGNC Symbol
11	85694224	85811159	SYTL2	HGNC Symbol
11	85694224	85811159	SYTL2	HGNC Symbol
11	85694224	85811159	SYTL2	HGNC Symbol
11	85694224	85811159	SYTL2	HGNC Symbol
11	85694224	85811159	SYTL2	HGNC Symbol
11	85694224	85811159	SYTL2	HGNC Symbol
11	85694224	85811159	SYTL2	HGNC Symbol
11	85694224	85811159	SYTL2	HGNC Symbol
11	66520637	66546235	ZDHHC24	HGNC Symbol
11	66520637	66546235	ZDHHC24	HGNC Symbol
11	94973709	94999519	KDM4D	HGNC Symbol
11	94973709	94999519	KDM4D	HGNC Symbol
11	94973709	94999519	KDM4D	HGNC Symbol
11	95025258	95027596	KDM4E	HGNC Symbol
11	95067197	95071224	SRSF8	HGNC Symbol
11	95089846	95132645	ENDOD1	HGNC Symbol
11	120211032	120230334	OAF	HGNC Symbol
11	71579714	71603353	KRTAP5-11	HGNC Symbol
11	71787510	71801237	FAM86C1	HGNC Symbol
11	71787510	71801237	FAM86C1	HGNC Symbol
11	71787510	71801237	FAM86C1	HGNC Symbol
11	71814045	71821548	ZNF705E	HGNC Symbol
11	95165513	95232541	SESN3	HGNC Symbol
11	95165513	95232541	SESN3	HGNC Symbol
11	134248279	134253370	THYN1	HGNC Symbol
11	134248279	134253370	THYN1	HGNC Symbol
11	134248279	134253370	THYN1	HGNC Symbol
11	134248279	134253370	THYN1	HGNC Symbol
11	95832882	95925315	MTMR2	HGNC Symbol
11	95832882	95925315	MTMR2	HGNC Symbol
11	95832882	95925315	MTMR2	HGNC Symbol
11	95832882	95925315	MTMR2	HGNC Symbol
11	129863636	129895590	NFRKB	HGNC Symbol
11	129863636	129895590	NFRKB	HGNC Symbol
11	129863636	129895590	NFRKB	HGNC Symbol
11	46396414	46594125	AMBRA1	HGNC Symbol
11	46396414	46594125	AMBRA1	HGNC Symbol
11	46396414	46594125	AMBRA1	HGNC Symbol
11	120236640	120319945	POU2F3	HGNC Symbol
11	120236640	120319945	POU2F3	HGNC Symbol
11	131370478	132336822	NTM	HGNC Symbol
11	131370478	132336822	NTM	HGNC Symbol
11	131370478	132336822	NTM	HGNC Symbol
11	131370478	132336822	NTM	HGNC Symbol
11	95976598	96343195	MAML2	HGNC Symbol
11	71833200	71837710	DEFB108B	HGNC Symbol
11	118133377	118152888	SCN4B	HGNC Symbol
11	118133377	118152888	SCN4B	HGNC Symbol
11	134253495	134265855	ACAD8	HGNC Symbol
11	17074388	17077715	RPS13	HGNC Symbol
11	71878453	71884561	DEFB131B	HGNC Symbol
11	20156155	20160613	DBX1	HGNC Symbol
11	46617527	46674818	ATG13	HGNC Symbol
11	46617527	46674818	ATG13	HGNC Symbol
11	46617527	46674818	ATG13	HGNC Symbol
11	46617527	46674818	ATG13	HGNC Symbol
11	46617527	46674818	ATG13	HGNC Symbol
11	46617527	46674818	ATG13	HGNC Symbol
11	120325129	120333682	TMEM136	HGNC Symbol
11	120325129	120333682	TMEM136	HGNC Symbol
11	120325129	120333682	TMEM136	HGNC Symbol
11	96352769	96389956	CCDC82	HGNC Symbol
11	96352769	96389956	CCDC82	HGNC Symbol
11	96352769	96389956	CCDC82	HGNC Symbol
11	96352769	96389956	CCDC82	HGNC Symbol
11	96352769	96389956	CCDC82	HGNC Symbol
11	96352769	96389956	CCDC82	HGNC Symbol
11	96352769	96389956	CCDC82	HGNC Symbol
11	96352769	96389956	CCDC82	HGNC Symbol
11	96352769	96389956	CCDC82	HGNC Symbol
11	96352769	96389956	CCDC82	HGNC Symbol
11	85628573	85636539	TMEM126B	HGNC Symbol
11	85628573	85636539	TMEM126B	HGNC Symbol
11	132414977	133532519	OPCML	HGNC Symbol
11	132414977	133532519	OPCML	HGNC Symbol
11	132414977	133532519	OPCML	HGNC Symbol
11	46602861	46617909	HARBI1	HGNC Symbol
11	47565336	47584562	NDUFS3	HGNC Symbol
11	65711996	65719604	KAT5	HGNC Symbol
11	65711996	65719604	KAT5	HGNC Symbol
11	65711996	65719604	KAT5	HGNC Symbol
11	65711996	65719604	KAT5	HGNC Symbol
11	57648992	57661865	CLP1	HGNC Symbol
11	57648992	57661865	CLP1	HGNC Symbol
11	57648992	57661865	CLP1	HGNC Symbol
11	57645087	57649944	YPEL4	HGNC Symbol
11	57645087	57649944	YPEL4	HGNC Symbol
11	57645087	57649944	YPEL4	HGNC Symbol
11	57597387	57614853	SERPING1	HGNC Symbol
11	7238778	7469043	SYT9	HGNC Symbol
11	73264505	73298617	P2RY6	HGNC Symbol
11	73264505	73298617	P2RY6	HGNC Symbol
11	73264505	73298617	P2RY6	HGNC Symbol
11	73264505	73298617	P2RY6	HGNC Symbol
11	73264505	73298617	P2RY6	HGNC Symbol
11	73264505	73298617	P2RY6	HGNC Symbol
11	73264505	73298617	P2RY6	HGNC Symbol
11	73264505	73298617	P2RY6	HGNC Symbol
11	73264505	73298617	P2RY6	HGNC Symbol
11	90085950	90087131	UBTFL1	HGNC Symbol
11	73308289	73369388	ARHGEF17	HGNC Symbol
11	119121587	119136044	HINFP	HGNC Symbol
11	119121587	119136044	HINFP	HGNC Symbol
11	67398183	67421183	PPP1CA	HGNC Symbol
11	67398183	67421183	PPP1CA	HGNC Symbol
11	67398183	67421183	PPP1CA	HGNC Symbol
11	14643804	14872044	PDE3B	HGNC Symbol
11	67364168	67374177	CLCF1	HGNC Symbol
11	67364168	67374177	CLCF1	HGNC Symbol
11	67414968	67425607	CARNS1	HGNC Symbol
11	67414968	67425607	CARNS1	HGNC Symbol
11	130159782	130210362	ST14	HGNC Symbol
11	67403915	67410089	TBC1D10C	HGNC Symbol
11	67403915	67410089	TBC1D10C	HGNC Symbol
11	67403915	67410089	TBC1D10C	HGNC Symbol
11	67350772	67356972	POLD4	HGNC Symbol
11	67350772	67356972	POLD4	HGNC Symbol
11	67317871	67398410	RAD9A	HGNC Symbol
11	90131515	90192894	NAALAD2	HGNC Symbol
11	90131515	90192894	NAALAD2	HGNC Symbol
11	64823052	64844653	CDC42BPG	HGNC Symbol
11	14877440	14892252	CYP2R1	HGNC Symbol
11	64291302	64300031	KCNK4	HGNC Symbol
11	64291302	64300031	KCNK4	HGNC Symbol
11	64291302	64300031	KCNK4	HGNC Symbol
11	11841423	11959323	USP47	HGNC Symbol
11	11841423	11959323	USP47	HGNC Symbol
11	11841423	11959323	USP47	HGNC Symbol
11	126423358	127003460	KIRREL3	HGNC Symbol
11	126423358	127003460	KIRREL3	HGNC Symbol
11	126423358	127003460	KIRREL3	HGNC Symbol
11	6765626	6771976	OR2AG2	HGNC Symbol
11	6765626	6771976	OR2AG2	HGNC Symbol
11	6765626	6771976	OR2AG2	HGNC Symbol
11	6783020	6791558	OR2AG1	HGNC Symbol
11	6783020	6791558	OR2AG1	HGNC Symbol
11	6791736	6799689	OR6A2	HGNC Symbol
11	6791736	6799689	OR6A2	HGNC Symbol
11	57460528	57477534	RTN4RL2	HGNC Symbol
11	65653597	65663090	RELA	HGNC Symbol
11	65653597	65663090	RELA	HGNC Symbol
11	65653597	65663090	RELA	HGNC Symbol
11	6997085	7020346	ZNF214	HGNC Symbol
11	6997085	7020346	ZNF214	HGNC Symbol
11	6876625	6877619	OR10A4	HGNC Symbol
11	64251523	64269150	PLCB3	HGNC Symbol
11	64251523	64269150	PLCB3	HGNC Symbol
11	64251523	64269150	PLCB3	HGNC Symbol
11	6891490	6892599	OR2D2	HGNC Symbol
11	6920974	6922043	OR2D3	HGNC Symbol
11	18412318	18452063	LDHC	HGNC Symbol
11	18412318	18452063	LDHC	HGNC Symbol
11	6845652	6846705	OR10A5	HGNC Symbol
11	75562056	75572783	SERPINH1	HGNC Symbol
11	75562056	75572783	SERPINH1	HGNC Symbol
11	75562056	75572783	SERPINH1	HGNC Symbol
11	6926404	7001004	ZNF215	HGNC Symbol
11	6926404	7001004	ZNF215	HGNC Symbol
11	6926404	7001004	ZNF215	HGNC Symbol
11	6926404	7001004	ZNF215	HGNC Symbol
11	6863057	6874717	OR10A2	HGNC Symbol
11	6863057	6874717	OR10A2	HGNC Symbol
11	57484534	57515780	SLC43A1	HGNC Symbol
11	57484534	57515780	SLC43A1	HGNC Symbol
11	75586918	75669120	MAP6	HGNC Symbol
11	75586918	75669120	MAP6	HGNC Symbol
11	57528464	57530803	TIMM10	HGNC Symbol
11	57528464	57530803	TIMM10	HGNC Symbol
11	57528464	57530803	TIMM10	HGNC Symbol
11	57542641	57550274	SMTNL1	HGNC Symbol
11	75717838	75732958	MOGAT2	HGNC Symbol
11	57551656	57568284	UBE2L6	HGNC Symbol
11	57551656	57568284	UBE2L6	HGNC Symbol
11	75759512	75801535	DGAT2	HGNC Symbol
11	75759512	75801535	DGAT2	HGNC Symbol
11	7020446	7071308	NLRP14	HGNC Symbol
11	7089027	7090900	RBMXL2	HGNC Symbol
11	64803510	64811294	MEN1	HGNC Symbol
11	64803510	64811294	MEN1	HGNC Symbol
11	64803510	64811294	MEN1	HGNC Symbol
11	64803510	64811294	MEN1	HGNC Symbol
11	64803510	64811294	MEN1	HGNC Symbol
11	64803510	64811294	MEN1	HGNC Symbol
11	64803510	64811294	MEN1	HGNC Symbol
11	90031106	90042025	TRIM49C	HGNC Symbol
11	73218298	73236352	P2RY2	HGNC Symbol
11	73218298	73236352	P2RY2	HGNC Symbol
11	73218298	73236352	P2RY2	HGNC Symbol
11	7485388	7511377	OLFML1	HGNC Symbol
11	7485388	7511377	OLFML1	HGNC Symbol
11	67303478	67312607	SSH3	HGNC Symbol
11	7513298	7657127	PPFIBP2	HGNC Symbol
11	7513298	7657127	PPFIBP2	HGNC Symbol
11	7513298	7657127	PPFIBP2	HGNC Symbol
11	64269830	64284704	BAD	HGNC Symbol
11	64269830	64284704	BAD	HGNC Symbol
11	78016971	78079865	NDUFC2-KCTD14	HGNC Symbol
11	78016971	78079865	NDUFC2-KCTD14	HGNC Symbol
11	78016971	78079865	NDUFC2-KCTD14	HGNC Symbol
11	64270062	64289500	GPR137	HGNC Symbol
11	64270062	64289500	GPR137	HGNC Symbol
11	64270062	64289500	GPR137	HGNC Symbol
11	64270062	64289500	GPR137	HGNC Symbol
11	64270062	64289500	GPR137	HGNC Symbol
11	78063861	78068351	THRSP	HGNC Symbol
11	78068297	78079862	NDUFC2	HGNC Symbol
11	78068297	78079862	NDUFC2	HGNC Symbol
11	78068297	78079862	NDUFC2	HGNC Symbol
11	66070272	66244744	PACS1	HGNC Symbol
11	78015715	78046191	KCTD14	HGNC Symbol
11	78015715	78046191	KCTD14	HGNC Symbol
11	1469457	1501247	MOB2	HGNC Symbol
11	66002228	66004149	BANF1	HGNC Symbol
11	66002228	66004149	BANF1	HGNC Symbol
11	66002228	66004149	BANF1	HGNC Symbol
11	66002228	66004149	BANF1	HGNC Symbol
11	65996545	66002176	EIF1AD	HGNC Symbol
11	65996545	66002176	EIF1AD	HGNC Symbol
11	65996545	66002176	EIF1AD	HGNC Symbol
11	65996545	66002176	EIF1AD	HGNC Symbol
11	65996545	66002176	EIF1AD	HGNC Symbol
11	18278668	18322198	HPS5	HGNC Symbol
11	18278668	18322198	HPS5	HGNC Symbol
11	18278668	18322198	HPS5	HGNC Symbol
11	10305073	10307397	ADM	HGNC Symbol
11	10305073	10307397	ADM	HGNC Symbol
11	10305073	10307397	ADM	HGNC Symbol
11	61508749	61511018	LRRC10B	HGNC Symbol
11	66856647	66860475	LRFN4	HGNC Symbol
11	66848417	66958439	PC	HGNC Symbol
11	66848417	66958439	PC	HGNC Symbol
11	66848417	66958439	PC	HGNC Symbol
11	66848417	66958439	PC	HGNC Symbol
11	66848417	66958439	PC	HGNC Symbol
11	66848417	66958439	PC	HGNC Symbol
11	66848417	66958439	PC	HGNC Symbol
11	43311963	43344529	API5	HGNC Symbol
11	43311963	43344529	API5	HGNC Symbol
11	43311963	43344529	API5	HGNC Symbol
11	32829927	32858120	PRRG4	HGNC Symbol
11	43358920	43494933	TTC17	HGNC Symbol
11	43358920	43494933	TTC17	HGNC Symbol
11	65576046	65592650	EHBP1L1	HGNC Symbol
11	47214465	47239240	DDB2	HGNC Symbol
11	47214465	47239240	DDB2	HGNC Symbol
11	72576141	72674591	PDE2A	HGNC Symbol
11	72576141	72674591	PDE2A	HGNC Symbol
11	72576141	72674591	PDE2A	HGNC Symbol
11	72576141	72674591	PDE2A	HGNC Symbol
11	124954121	125041489	CCDC15	HGNC Symbol
11	32892820	32993316	QSER1	HGNC Symbol
11	1919703	1938706	TNNT3	HGNC Symbol
11	1919703	1938706	TNNT3	HGNC Symbol
11	1919703	1938706	TNNT3	HGNC Symbol
11	1919703	1938706	TNNT3	HGNC Symbol
11	1919703	1938706	TNNT3	HGNC Symbol
11	1919703	1938706	TNNT3	HGNC Symbol
11	1919703	1938706	TNNT3	HGNC Symbol
11	110429948	110464884	FDX1	HGNC Symbol
11	61391687	61398863	TMEM216	HGNC Symbol
11	61391687	61398863	TMEM216	HGNC Symbol
11	61391687	61398863	TMEM216	HGNC Symbol
11	107502726	107565746	ALKBH8	HGNC Symbol
11	107502726	107565746	ALKBH8	HGNC Symbol
11	107502726	107565746	ALKBH8	HGNC Symbol
11	8911139	8920084	AKIP1	HGNC Symbol
11	8911139	8920084	AKIP1	HGNC Symbol
11	8911139	8920084	AKIP1	HGNC Symbol
11	8911139	8920084	AKIP1	HGNC Symbol
11	8911139	8920084	AKIP1	HGNC Symbol
11	62806897	62832088	STX5	HGNC Symbol
11	62806897	62832088	STX5	HGNC Symbol
11	62806897	62832088	STX5	HGNC Symbol
11	75260122	75351705	ARRB1	HGNC Symbol
11	75260122	75351705	ARRB1	HGNC Symbol
11	111878935	111885975	C11orf1	HGNC Symbol
11	111878935	111885975	C11orf1	HGNC Symbol
11	61515313	61581148	SYT7	HGNC Symbol
11	61515313	61581148	SYT7	HGNC Symbol
11	61515313	61581148	SYT7	HGNC Symbol
11	111874056	111881243	FDXACB1	HGNC Symbol
11	8920076	8933006	C11orf16	HGNC Symbol
11	111782195	111871581	ALG9	HGNC Symbol
11	111782195	111871581	ALG9	HGNC Symbol
11	111782195	111871581	ALG9	HGNC Symbol
11	111782195	111871581	ALG9	HGNC Symbol
11	125063067	125090312	SLC37A2	HGNC Symbol
11	125063067	125090312	SLC37A2	HGNC Symbol
11	107591091	107666779	ELMOD1	HGNC Symbol
11	107591091	107666779	ELMOD1	HGNC Symbol
11	107591091	107666779	ELMOD1	HGNC Symbol
11	1554051	1572271	DUSP8	HGNC Symbol
11	1554051	1572271	DUSP8	HGNC Symbol
11	1597177	1598294	KRTAP5-2	HGNC Symbol
11	62832342	62841809	WDR74	HGNC Symbol
11	62832342	62841809	WDR74	HGNC Symbol
11	62832342	62841809	WDR74	HGNC Symbol
11	62832342	62841809	WDR74	HGNC Symbol
11	1584342	1585283	KRTAP5-1	HGNC Symbol
11	576470	612222	PHRF1	HGNC Symbol
11	576470	612222	PHRF1	HGNC Symbol
11	576470	612222	PHRF1	HGNC Symbol
11	576470	612222	PHRF1	HGNC Symbol
11	119067692	119081978	VPS11	HGNC Symbol
11	119067692	119081978	VPS11	HGNC Symbol
11	65592855	65595996	KCNK7	HGNC Symbol
11	65592855	65595996	KCNK7	HGNC Symbol
11	65592855	65595996	KCNK7	HGNC Symbol
11	65592855	65595996	KCNK7	HGNC Symbol
11	33015876	33033582	DEPDC7	HGNC Symbol
11	33015876	33033582	DEPDC7	HGNC Symbol
11	66012008	66013505	CST6	HGNC Symbol
11	110577042	110713189	ARHGAP20	HGNC Symbol
11	110577042	110713189	ARHGAP20	HGNC Symbol
11	110577042	110713189	ARHGAP20	HGNC Symbol
11	110577042	110713189	ARHGAP20	HGNC Symbol
11	110577042	110713189	ARHGAP20	HGNC Symbol
11	66016752	66026517	CATSPER1	HGNC Symbol
11	10308313	10507579	AMPD3	HGNC Symbol
11	10308313	10507579	AMPD3	HGNC Symbol
11	10308313	10507579	AMPD3	HGNC Symbol
11	10308313	10507579	AMPD3	HGNC Symbol
11	10308313	10507579	AMPD3	HGNC Symbol
11	33039417	33105943	TCP11L1	HGNC Symbol
11	33039417	33105943	TCP11L1	HGNC Symbol
11	33039417	33105943	TCP11L1	HGNC Symbol
11	114521645	114559895	NXPE1	HGNC Symbol
11	33077188	33162371	CSTF3	HGNC Symbol
11	33077188	33162371	CSTF3	HGNC Symbol
11	33077188	33162371	CSTF3	HGNC Symbol
11	107707378	107719693	SLN	HGNC Symbol
11	107707378	107719693	SLN	HGNC Symbol
11	107707378	107719693	SLN	HGNC Symbol
11	114570591	114595762	NXPE4	HGNC Symbol
11	114570591	114595762	NXPE4	HGNC Symbol
11	8937579	8938211	ASCL3	HGNC Symbol
11	66040765	66049161	GAL3ST3	HGNC Symbol
11	66040765	66049161	GAL3ST3	HGNC Symbol
11	89324353	89498187	NOX4	HGNC Symbol
11	89324353	89498187	NOX4	HGNC Symbol
11	89324353	89498187	NOX4	HGNC Symbol
11	89324353	89498187	NOX4	HGNC Symbol
11	89324353	89498187	NOX4	HGNC Symbol
11	89324353	89498187	NOX4	HGNC Symbol
11	89324353	89498187	NOX4	HGNC Symbol
11	114678386	114707069	NXPE2	HGNC Symbol
11	65597756	65615382	MAP3K11	HGNC Symbol
11	612553	615983	IRF7	HGNC Symbol
11	612553	615983	IRF7	HGNC Symbol
11	612553	615983	IRF7	HGNC Symbol
11	612553	615983	IRF7	HGNC Symbol
11	129899706	130002835	PRDM10	HGNC Symbol
11	129899706	130002835	PRDM10	HGNC Symbol
11	129899706	130002835	PRDM10	HGNC Symbol
11	129899706	130002835	PRDM10	HGNC Symbol
11	47248300	47269033	NR1H3	HGNC Symbol
11	47248300	47269033	NR1H3	HGNC Symbol
11	47248300	47269033	NR1H3	HGNC Symbol
11	47248300	47269033	NR1H3	HGNC Symbol
11	47248300	47269033	NR1H3	HGNC Symbol
11	47248300	47269033	NR1H3	HGNC Symbol
11	47248300	47269033	NR1H3	HGNC Symbol
11	8947202	8965011	TMEM9B	HGNC Symbol
11	8947202	8965011	TMEM9B	HGNC Symbol
11	8947202	8965011	TMEM9B	HGNC Symbol
11	13388001	13463297	BTBD10	HGNC Symbol
11	13388001	13463297	BTBD10	HGNC Symbol
11	13388001	13463297	BTBD10	HGNC Symbol
11	68052859	68121444	CHKA	HGNC Symbol
11	68052859	68121444	CHKA	HGNC Symbol
11	43680680	43856617	HSD17B12	HGNC Symbol
11	68039025	68050895	TCIRG1	HGNC Symbol
11	68039025	68050895	TCIRG1	HGNC Symbol
11	66975277	66977004	C11orf86	HGNC Symbol
11	10507887	10509189	MTRNR2L8	HGNC Symbol
11	119084866	119093549	HMBS	HGNC Symbol
11	119084866	119093549	HMBS	HGNC Symbol
11	119084866	119093549	HMBS	HGNC Symbol
11	119084866	119093549	HMBS	HGNC Symbol
11	119084866	119093549	HMBS	HGNC Symbol
11	119084866	119093549	HMBS	HGNC Symbol
11	67006778	67050863	SYT12	HGNC Symbol
11	67006778	67050863	SYT12	HGNC Symbol
11	67006778	67050863	SYT12	HGNC Symbol
11	64185272	64204543	STIP1	HGNC Symbol
11	64185272	64204543	STIP1	HGNC Symbol
11	64185272	64204543	STIP1	HGNC Symbol
11	61792980	61867354	FADS2	HGNC Symbol
11	61792980	61867354	FADS2	HGNC Symbol
11	61792980	61867354	FADS2	HGNC Symbol
11	10511673	10541230	RNF141	HGNC Symbol
11	13492054	13496181	PTH	HGNC Symbol
11	13492054	13496181	PTH	HGNC Symbol
11	18322295	18367045	GTF2H1	HGNC Symbol
11	18322295	18367045	GTF2H1	HGNC Symbol
11	61768501	61792802	TMEM258	HGNC Symbol
11	61768501	61792802	TMEM258	HGNC Symbol
11	115169218	115504957	CADM1	HGNC Symbol
11	115169218	115504957	CADM1	HGNC Symbol
11	115169218	115504957	CADM1	HGNC Symbol
11	115169218	115504957	CADM1	HGNC Symbol
11	115169218	115504957	CADM1	HGNC Symbol
11	61792911	61797238	FEN1	HGNC Symbol
11	61680391	61747001	DAGLA	HGNC Symbol
11	72814406	72843674	ATG16L2	HGNC Symbol
11	10556966	10611689	LYVE1	HGNC Symbol
11	67056847	67072017	RHOD	HGNC Symbol
11	67056847	67072017	RHOD	HGNC Symbol
11	10573091	10693988	MRVI1	HGNC Symbol
11	10573091	10693988	MRVI1	HGNC Symbol
11	10573091	10693988	MRVI1	HGNC Symbol
11	10573091	10693988	MRVI1	HGNC Symbol
11	10573091	10693988	MRVI1	HGNC Symbol
11	10573091	10693988	MRVI1	HGNC Symbol
11	10573091	10693988	MRVI1	HGNC Symbol
11	10573091	10693988	MRVI1	HGNC Symbol
11	61799625	61829318	FADS1	HGNC Symbol
11	65615773	65637439	PCNX3	HGNC Symbol
